"","Year","Sector","End use","variable","Lookup","value"
"1295",2018,"Service","Space heating","Bioenergy & Waste","2018ServiceSpace heatingBioenergy & Waste",878.067883774036
"1296",2018,"Service","Water heating","Bioenergy & Waste","2018ServiceWater heatingBioenergy & Waste",113.692992497679
"1297",2018,"Service","Cooking/catering","Bioenergy & Waste","2018ServiceCooking/cateringBioenergy & Waste",0
"1298",2018,"Service","Heat total","Bioenergy & Waste","2018ServiceHeat totalBioenergy & Waste",991.760876271714
"1299",2018,"Service","Computing","Bioenergy & Waste","2018ServiceComputingBioenergy & Waste",0
"1300",2018,"Service","Cooling and ventilation","Bioenergy & Waste","2018ServiceCooling and ventilationBioenergy & Waste",0
"1301",2018,"Service","Lighting","Bioenergy & Waste","2018ServiceLightingBioenergy & Waste",0
"1302",2018,"Service","Other","Bioenergy & Waste","2018ServiceOtherBioenergy & Waste",189.319123728286
"1303",2018,"Service","Overall total","Bioenergy & Waste","2018ServiceOverall totalBioenergy & Waste",1181.08
"1304",2018,"Industry","Space heating","Bioenergy & Waste","2018IndustrySpace heatingBioenergy & Waste",0
"1305",2018,"Industry","High temperature process","Bioenergy & Waste","2018IndustryHigh temperature processBioenergy & Waste",0
"1306",2018,"Industry","Low temperature process","Bioenergy & Waste","2018IndustryLow temperature processBioenergy & Waste",0
"1307",2018,"Industry","Drying/separation","Bioenergy & Waste","2018IndustryDrying/separationBioenergy & Waste",0
"1308",2018,"Industry","Unknown (heat)","Bioenergy & Waste","2018IndustryUnknown (heat)Bioenergy & Waste",1703.13
"1309",2018,"Industry","Heat total","Bioenergy & Waste","2018IndustryHeat totalBioenergy & Waste",1703.13
"1310",2018,"Industry","Motors","Bioenergy & Waste","2018IndustryMotorsBioenergy & Waste",0
"1311",2018,"Industry","Compressed air","Bioenergy & Waste","2018IndustryCompressed airBioenergy & Waste",0
"1312",2018,"Industry","Lighting","Bioenergy & Waste","2018IndustryLightingBioenergy & Waste",0
"1313",2018,"Industry","Refrigeration","Bioenergy & Waste","2018IndustryRefrigerationBioenergy & Waste",0
"1314",2018,"Industry","Other","Bioenergy & Waste","2018IndustryOtherBioenergy & Waste",0
"1315",2018,"Industry","Overall total","Bioenergy & Waste","2018IndustryOverall totalBioenergy & Waste",1703.13
"1316",2018,"Transport","Non-heat purposes","Bioenergy & Waste","2018TransportNon-heat purposesBioenergy & Waste",1364.79
"1317",2018,"Total","Space heating","Bioenergy & Waste","2018TotalSpace heatingBioenergy & Waste",1559.95558036251
"1318",2018,"Total","Water heating","Bioenergy & Waste","2018TotalWater heatingBioenergy & Waste",317.005295909206
"1319",2018,"Total","Cooking/catering","Bioenergy & Waste","2018TotalCooking/cateringBioenergy & Waste",0
"1320",2018,"Total","Process use","Bioenergy & Waste","2018TotalProcess useBioenergy & Waste",0
"1321",2018,"Total","Drying/separation","Bioenergy & Waste","2018TotalDrying/separationBioenergy & Waste",0
"1322",2018,"Total","Unknown (heat)","Bioenergy & Waste","2018TotalUnknown (heat)Bioenergy & Waste",1703.13
"1323",2018,"Total","Heat total","Bioenergy & Waste","2018TotalHeat totalBioenergy & Waste",3580.09087627171
"1324",2018,"Total","Computing","Bioenergy & Waste","2018TotalComputingBioenergy & Waste",0
"1325",2018,"Total","Cooling and ventilation","Bioenergy & Waste","2018TotalCooling and ventilationBioenergy & Waste",0
"1326",2018,"Total","Lighting and appliances","Bioenergy & Waste","2018TotalLighting and appliancesBioenergy & Waste",0
"1327",2018,"Total","Motors","Bioenergy & Waste","2018TotalMotorsBioenergy & Waste",0
"1328",2018,"Total","Compressed air","Bioenergy & Waste","2018TotalCompressed airBioenergy & Waste",0
"1329",2018,"Total","Refrigeration","Bioenergy & Waste","2018TotalRefrigerationBioenergy & Waste",0
"1330",2018,"Total","Other","Bioenergy & Waste","2018TotalOtherBioenergy & Waste",189.319123728286
"1331",2018,"Total","Transport","Bioenergy & Waste","2018TotalTransportBioenergy & Waste",1364.79
"1332",2018,"Total","Non-heat total","Bioenergy & Waste","2018TotalNon-heat totalBioenergy & Waste",1554.10912372829
"1333",2018,"Total","Overall total","Bioenergy & Waste","2018TotalOverall totalBioenergy & Waste",5134.2
"1334",2018,"Total","Overall total excluding transport","Bioenergy & Waste","2018TotalOverall total excluding transportBioenergy & Waste",3769.41
"1335",2017,"Domestic","Space heating","Bioenergy & Waste","2017DomesticSpace heatingBioenergy & Waste",608.184651021613
"1336",2017,"Domestic","Water heating","Bioenergy & Waste","2017DomesticWater heatingBioenergy & Waste",177.825348978387
"1337",2017,"Domestic","Cooking/catering","Bioenergy & Waste","2017DomesticCooking/cateringBioenergy & Waste",0
"1338",2017,"Domestic","Heat total","Bioenergy & Waste","2017DomesticHeat totalBioenergy & Waste",786.01
"1339",2017,"Domestic","Lighting and appliances","Bioenergy & Waste","2017DomesticLighting and appliancesBioenergy & Waste",0
"1340",2017,"Domestic","Overall total","Bioenergy & Waste","2017DomesticOverall totalBioenergy & Waste",786.01
"1341",2017,"Service","Space heating","Bioenergy & Waste","2017ServiceSpace heatingBioenergy & Waste",863.630184123807
"1342",2017,"Service","Water heating","Bioenergy & Waste","2017ServiceWater heatingBioenergy & Waste",111.823586602816
"1343",2017,"Service","Cooking/catering","Bioenergy & Waste","2017ServiceCooking/cateringBioenergy & Waste",0
"1344",2017,"Service","Heat total","Bioenergy & Waste","2017ServiceHeat totalBioenergy & Waste",975.453770726623
"1345",2017,"Service","Computing","Bioenergy & Waste","2017ServiceComputingBioenergy & Waste",0
"1346",2017,"Service","Cooling and ventilation","Bioenergy & Waste","2017ServiceCooling and ventilationBioenergy & Waste",0
"1347",2017,"Service","Lighting","Bioenergy & Waste","2017ServiceLightingBioenergy & Waste",0
"1348",2017,"Service","Other","Bioenergy & Waste","2017ServiceOtherBioenergy & Waste",186.206229273377
"1349",2017,"Service","Overall total","Bioenergy & Waste","2017ServiceOverall totalBioenergy & Waste",1161.66
"1350",2017,"Industry","Space heating","Bioenergy & Waste","2017IndustrySpace heatingBioenergy & Waste",0
"1351",2017,"Industry","High temperature process","Bioenergy & Waste","2017IndustryHigh temperature processBioenergy & Waste",0
"1352",2017,"Industry","Low temperature process","Bioenergy & Waste","2017IndustryLow temperature processBioenergy & Waste",0
"1353",2017,"Industry","Drying/separation","Bioenergy & Waste","2017IndustryDrying/separationBioenergy & Waste",0
"1354",2017,"Industry","Unknown (heat)","Bioenergy & Waste","2017IndustryUnknown (heat)Bioenergy & Waste",1703.13
"1355",2017,"Industry","Heat total","Bioenergy & Waste","2017IndustryHeat totalBioenergy & Waste",1703.13
"1356",2017,"Industry","Motors","Bioenergy & Waste","2017IndustryMotorsBioenergy & Waste",0
"1357",2017,"Industry","Compressed air","Bioenergy & Waste","2017IndustryCompressed airBioenergy & Waste",0
"1358",2017,"Industry","Lighting","Bioenergy & Waste","2017IndustryLightingBioenergy & Waste",0
"1359",2017,"Industry","Refrigeration","Bioenergy & Waste","2017IndustryRefrigerationBioenergy & Waste",0
"1360",2017,"Industry","Other","Bioenergy & Waste","2017IndustryOtherBioenergy & Waste",0
"1361",2017,"Industry","Overall total","Bioenergy & Waste","2017IndustryOverall totalBioenergy & Waste",1703.13
"1362",2017,"Transport","Non-heat purposes","Bioenergy & Waste","2017TransportNon-heat purposesBioenergy & Waste",997.12
"1363",2017,"Total","Space heating","Bioenergy & Waste","2017TotalSpace heatingBioenergy & Waste",1471.81483514542
"1364",2017,"Total","Water heating","Bioenergy & Waste","2017TotalWater heatingBioenergy & Waste",289.648935581202
"1365",2017,"Total","Cooking/catering","Bioenergy & Waste","2017TotalCooking/cateringBioenergy & Waste",0
"1366",2017,"Total","Process use","Bioenergy & Waste","2017TotalProcess useBioenergy & Waste",0
"1367",2017,"Total","Drying/separation","Bioenergy & Waste","2017TotalDrying/separationBioenergy & Waste",0
"1368",2017,"Total","Unknown (heat)","Bioenergy & Waste","2017TotalUnknown (heat)Bioenergy & Waste",1703.13
"1369",2017,"Total","Heat total","Bioenergy & Waste","2017TotalHeat totalBioenergy & Waste",3464.59377072662
"1370",2017,"Total","Computing","Bioenergy & Waste","2017TotalComputingBioenergy & Waste",0
"1371",2017,"Total","Cooling and ventilation","Bioenergy & Waste","2017TotalCooling and ventilationBioenergy & Waste",0
"1372",2017,"Total","Lighting and appliances","Bioenergy & Waste","2017TotalLighting and appliancesBioenergy & Waste",0
"1373",2017,"Total","Motors","Bioenergy & Waste","2017TotalMotorsBioenergy & Waste",0
"1374",2017,"Total","Compressed air","Bioenergy & Waste","2017TotalCompressed airBioenergy & Waste",0
"1375",2017,"Total","Refrigeration","Bioenergy & Waste","2017TotalRefrigerationBioenergy & Waste",0
"1376",2017,"Total","Other","Bioenergy & Waste","2017TotalOtherBioenergy & Waste",186.206229273377
"1377",2017,"Total","Transport","Bioenergy & Waste","2017TotalTransportBioenergy & Waste",997.12
"1378",2017,"Total","Non-heat total","Bioenergy & Waste","2017TotalNon-heat totalBioenergy & Waste",1183.32622927338
"1379",2017,"Total","Overall total","Bioenergy & Waste","2017TotalOverall totalBioenergy & Waste",4647.92
"1380",2017,"Total","Overall total excluding transport","Bioenergy & Waste","2017TotalOverall total excluding transportBioenergy & Waste",3650.8
"1381",2021,"Domestic","Space heating","Total","2021DomesticSpace heatingTotal",25504.9046851912
"1382",2021,"Domestic","Water heating","Total","2021DomesticWater heatingTotal",7359.37168159859
"1383",2021,"Domestic","Cooking/catering","Total","2021DomesticCooking/cateringTotal",1225.09318655465
"1384",2021,"Domestic","Heat total","Total","2021DomesticHeat totalTotal",34089.3695533445
"1385",2021,"Domestic","Lighting and appliances","Total","2021DomesticLighting and appliancesTotal",6930.10675514216
"1386",2021,"Domestic","Overall total","Total","2021DomesticOverall totalTotal",41019.4763084867
"1387",2021,"Service","Space heating","Total","2021ServiceSpace heatingTotal",9127.60113273806
"1388",2021,"Service","Water heating","Total","2021ServiceWater heatingTotal",1286.18156297376
"1389",2021,"Service","Cooking/catering","Total","2021ServiceCooking/cateringTotal",1969.4538924114
"1390",2021,"Service","Heat total","Total","2021ServiceHeat totalTotal",12383.2365881232
"1391",2021,"Service","Computing","Total","2021ServiceComputingTotal",712.765590114844
"1392",2021,"Service","Cooling and ventilation","Total","2021ServiceCooling and ventilationTotal",961.796508790982
"1393",2021,"Service","Lighting","Total","2021ServiceLightingTotal",1565.14326317928
"1394",2021,"Service","Other","Total","2021ServiceOtherTotal",2838.78338824531
"1395",2021,"Service","Overall total","Total","2021ServiceOverall totalTotal",18461.7253384536
"1396",2021,"Industry","Space heating","Total","2021IndustrySpace heatingTotal",1793.0655105491
"1397",2021,"Industry","High temperature process","Total","2021IndustryHigh temperature processTotal",3750.70777901601
"1398",2021,"Industry","Low temperature process","Total","2021IndustryLow temperature processTotal",5325.22202256495
"1399",2021,"Industry","Drying/separation","Total","2021IndustryDrying/separationTotal",1691.03185083261
"1400",2021,"Industry","Unknown (heat)","Total","2021IndustryUnknown (heat)Total",2377.95
"1401",2021,"Industry","Heat total","Total","2021IndustryHeat totalTotal",14937.9771629627
"1402",2021,"Industry","Motors","Total","2021IndustryMotorsTotal",2507.05310416278
"1403",2021,"Industry","Compressed air","Total","2021IndustryCompressed airTotal",690.668133203145
"1404",2021,"Industry","Lighting","Total","2021IndustryLightingTotal",204.525471769047
"1405",2021,"Industry","Refrigeration","Total","2021IndustryRefrigerationTotal",427.674150882563
"1406",2021,"Industry","Other","Total","2021IndustryOtherTotal",1572.75457047979
"1407",2021,"Industry","Overall total","Total","2021IndustryOverall totalTotal",20340.65259346
"1408",2021,"Transport","Non-heat purposes","Total","2021TransportNon-heat purposesTotal",43540.86
"1409",2021,"Total","Space heating","Total","2021TotalSpace heatingTotal",36425.5713284784
"1410",2021,"Total","Water heating","Total","2021TotalWater heatingTotal",8645.55324457235
"1411",2021,"Total","Cooking/catering","Total","2021TotalCooking/cateringTotal",3194.54707896605
"1412",2021,"Total","Process use","Total","2021TotalProcess useTotal",9075.92980158096
"1413",2021,"Total","Drying/separation","Total","2021TotalDrying/separationTotal",1691.03185083261
"1414",2021,"Total","Unknown (heat)","Total","2021TotalUnknown (heat)Total",2377.95
"1415",2021,"Total","Heat total","Total","2021TotalHeat totalTotal",61410.5833044304
"1416",2021,"Total","Computing","Total","2021TotalComputingTotal",712.765590114844
"1417",2021,"Total","Cooling and ventilation","Total","2021TotalCooling and ventilationTotal",961.796508790982
"1418",2021,"Total","Lighting and appliances","Total","2021TotalLighting and appliancesTotal",8699.77549009049
"1419",2021,"Total","Motors","Total","2021TotalMotorsTotal",2507.05310416278
"1420",2021,"Total","Compressed air","Total","2021TotalCompressed airTotal",690.668133203145
"1421",2021,"Total","Refrigeration","Total","2021TotalRefrigerationTotal",427.674150882563
"1422",2021,"Total","Other","Total","2021TotalOtherTotal",4411.5379587251
"1423",2021,"Total","Transport","Total","2021TotalTransportTotal",43624.95
"1424",2021,"Total","Non-heat total","Total","2021TotalNon-heat totalTotal",62036.2209359699
"1425",2021,"Total","Overall total","Total","2021TotalOverall totalTotal",123446.8042404
"1426",2021,"Total","Overall total excluding transport","Total","2021TotalOverall total excluding transportTotal",79821.8542404003
"1427",2020,"Domestic","Space heating","Total","2020DomesticSpace heatingTotal",23900.6047516646
"1428",2020,"Domestic","Water heating","Total","2020DomesticWater heatingTotal",6876.65034893304
"1429",2020,"Domestic","Cooking/catering","Total","2020DomesticCooking/cateringTotal",1171.58624626022
"1430",2020,"Domestic","Heat total","Total","2020DomesticHeat totalTotal",31948.8413468578
"1431",2020,"Domestic","Lighting and appliances","Total","2020DomesticLighting and appliancesTotal",6930.10675514216
"1432",2020,"Domestic","Overall total","Total","2020DomesticOverall totalTotal",38878.948102
"1433",2020,"Service","Space heating","Total","2020ServiceSpace heatingTotal",9127.60113273806
"1434",2020,"Service","Water heating","Total","2020ServiceWater heatingTotal",1286.18156297376
"1435",2020,"Service","Cooking/catering","Total","2020ServiceCooking/cateringTotal",1969.4538924114
"1436",2020,"Service","Heat total","Total","2020ServiceHeat totalTotal",12383.2365881232
"1437",2020,"Service","Computing","Total","2020ServiceComputingTotal",712.765590114844
"1438",2020,"Service","Cooling and ventilation","Total","2020ServiceCooling and ventilationTotal",961.796508790982
"1439",2020,"Service","Lighting","Total","2020ServiceLightingTotal",1565.14326317928
"1440",2020,"Service","Other","Total","2020ServiceOtherTotal",2838.78338824531
"1441",2020,"Service","Overall total","Total","2020ServiceOverall totalTotal",18461.7253384536
"1442",2020,"Industry","Space heating","Total","2020IndustrySpace heatingTotal",1793.0655105491
"1443",2020,"Industry","High temperature process","Total","2020IndustryHigh temperature processTotal",3618.48871836788
"1444",2020,"Industry","Low temperature process","Total","2020IndustryLow temperature processTotal",5341.04999203961
"1445",2020,"Industry","Drying/separation","Total","2020IndustryDrying/separationTotal",1711.24121954378
"1446",2020,"Industry","Unknown (heat)","Total","2020IndustryUnknown (heat)Total",2377.95
"1447",2020,"Industry","Heat total","Total","2020IndustryHeat totalTotal",14841.7954405004
"1448",2020,"Industry","Motors","Total","2020IndustryMotorsTotal",2507.05310416278
"1449",2020,"Industry","Compressed air","Total","2020IndustryCompressed airTotal",690.668133203145
"1450",2020,"Industry","Lighting","Total","2020IndustryLightingTotal",204.525471769047
"1451",2020,"Industry","Refrigeration","Total","2020IndustryRefrigerationTotal",427.674150882563
"1452",2020,"Industry","Other","Total","2020IndustryOtherTotal",1574.40579928803
"1453",2020,"Industry","Overall total","Total","2020IndustryOverall totalTotal",20246.1220998059
"1454",2020,"Transport","Non-heat purposes","Total","2020TransportNon-heat purposesTotal",43540.86
"1455",2020,"Total","Space heating","Total","2020TotalSpace heatingTotal",34821.2713949517
"1456",2020,"Total","Water heating","Total","2020TotalWater heatingTotal",8162.8319119068
"1457",2020,"Total","Cooking/catering","Total","2020TotalCooking/cateringTotal",3141.04013867162
"1458",2020,"Total","Process use","Total","2020TotalProcess useTotal",8959.53871040749
"1459",2020,"Total","Drying/separation","Total","2020TotalDrying/separationTotal",1711.24121954378
"1460",2020,"Total","Unknown (heat)","Total","2020TotalUnknown (heat)Total",2377.95
"1461",2020,"Total","Heat total","Total","2020TotalHeat totalTotal",59173.8733754814
"1462",2020,"Total","Computing","Total","2020TotalComputingTotal",712.765590114844
"1463",2020,"Total","Cooling and ventilation","Total","2020TotalCooling and ventilationTotal",961.796508790982
"1464",2020,"Total","Lighting and appliances","Total","2020TotalLighting and appliancesTotal",8699.77549009049
"1465",2020,"Total","Motors","Total","2020TotalMotorsTotal",2507.05310416278
"1466",2020,"Total","Compressed air","Total","2020TotalCompressed airTotal",690.668133203145
"1467",2020,"Total","Refrigeration","Total","2020TotalRefrigerationTotal",427.674150882563
"1468",2020,"Total","Other","Total","2020TotalOtherTotal",4413.18918753334
"1469",2020,"Total","Transport","Total","2020TotalTransportTotal",43624.95
"1470",2020,"Total","Non-heat total","Total","2020TotalNon-heat totalTotal",62037.8721647781
"1471",2020,"Total","Overall total","Total","2020TotalOverall totalTotal",121211.74554026
"1472",2020,"Total","Overall total excluding transport","Total","2020TotalOverall total excluding transportTotal",77586.7955402596
"1473",2019,"Domestic","Space heating","Total","2019DomesticSpace heatingTotal",23877.3834647845
"1474",2019,"Domestic","Water heating","Total","2019DomesticWater heatingTotal",6745.35201037974
"1475",2019,"Domestic","Cooking/catering","Total","2019DomesticCooking/cateringTotal",1100.29164300786
"1476",2019,"Domestic","Heat total","Total","2019DomesticHeat totalTotal",31723.0271181721
"1477",2019,"Domestic","Lighting and appliances","Total","2019DomesticLighting and appliancesTotal",6611.63545382791
"1478",2019,"Domestic","Overall total","Total","2019DomesticOverall totalTotal",38334.662572
"1479",2019,"Service","Space heating","Total","2019ServiceSpace heatingTotal",9617.59386149739
"1480",2019,"Service","Water heating","Total","2019ServiceWater heatingTotal",1361.79212238886
"1481",2019,"Service","Cooking/catering","Total","2019ServiceCooking/cateringTotal",2153.28960126788
"1482",2019,"Service","Heat total","Total","2019ServiceHeat totalTotal",13132.6755851541
"1483",2019,"Service","Computing","Total","2019ServiceComputingTotal",806.278526775259
"1484",2019,"Service","Cooling and ventilation","Total","2019ServiceCooling and ventilationTotal",1085.6730531477
"1485",2019,"Service","Lighting","Total","2019ServiceLightingTotal",1770.48586790656
"1486",2019,"Service","Other","Total","2019ServiceOtherTotal",3399.8086666386
"1487",2019,"Service","Overall total","Total","2019ServiceOverall totalTotal",20194.9216996222
"1488",2019,"Industry","Space heating","Total","2019IndustrySpace heatingTotal",1913.30257053988
"1489",2019,"Industry","High temperature process","Total","2019IndustryHigh temperature processTotal",3631.55495890336
"1490",2019,"Industry","Low temperature process","Total","2019IndustryLow temperature processTotal",5524.45697114117
"1491",2019,"Industry","Drying/separation","Total","2019IndustryDrying/separationTotal",1770.56553050345
"1492",2019,"Industry","Unknown (heat)","Total","2019IndustryUnknown (heat)Total",2403.15
"1493",2019,"Industry","Heat total","Total","2019IndustryHeat totalTotal",15243.0300310879
"1494",2019,"Industry","Motors","Total","2019IndustryMotorsTotal",2682.73659135078
"1495",2019,"Industry","Compressed air","Total","2019IndustryCompressed airTotal",755.244376539972
"1496",2019,"Industry","Lighting","Total","2019IndustryLightingTotal",229.314405734132
"1497",2019,"Industry","Refrigeration","Total","2019IndustryRefrigerationTotal",443.450744104747
"1498",2019,"Industry","Other","Total","2019IndustryOtherTotal",1613.85085608351
"1499",2019,"Industry","Overall total","Total","2019IndustryOverall totalTotal",20967.627004901
"1500",2019,"Transport","Non-heat purposes","Total","2019TransportNon-heat purposesTotal",56512.39
"1501",2019,"Total","Space heating","Total","2019TotalSpace heatingTotal",35408.2798968218
"1502",2019,"Total","Water heating","Total","2019TotalWater heatingTotal",8107.1441327686
"1503",2019,"Total","Cooking/catering","Total","2019TotalCooking/cateringTotal",3253.58124427574
"1504",2019,"Total","Process use","Total","2019TotalProcess useTotal",9156.01193004453
"1505",2019,"Total","Drying/separation","Total","2019TotalDrying/separationTotal",1770.56553050345
"1506",2019,"Total","Unknown (heat)","Total","2019TotalUnknown (heat)Total",2403.15
"1507",2019,"Total","Heat total","Total","2019TotalHeat totalTotal",60098.7327344141
"1508",2019,"Total","Computing","Total","2019TotalComputingTotal",806.278526775259
"1509",2019,"Total","Cooling and ventilation","Total","2019TotalCooling and ventilationTotal",1085.6730531477
"1510",2019,"Total","Lighting and appliances","Total","2019TotalLighting and appliancesTotal",8611.43572746861
"1511",2019,"Total","Motors","Total","2019TotalMotorsTotal",2682.73659135078
"1512",2019,"Total","Compressed air","Total","2019TotalCompressed airTotal",755.244376539972
"1513",2019,"Total","Refrigeration","Total","2019TotalRefrigerationTotal",443.450744104747
"1514",2019,"Total","Other","Total","2019TotalOtherTotal",5013.65952272211
"1515",2019,"Total","Transport","Total","2019TotalTransportTotal",56555.12
"1516",2019,"Total","Non-heat total","Total","2019TotalNon-heat totalTotal",75953.5985421092
"1517",2019,"Total","Overall total","Total","2019TotalOverall totalTotal",136052.331276523
"1518",2019,"Total","Overall total excluding transport","Total","2019TotalOverall total excluding transportTotal",79497.2112765232
"1519",2018,"Domestic","Space heating","Total","2018DomesticSpace heatingTotal",24706.4337551021
"1520",2018,"Domestic","Water heating","Total","2018DomesticWater heatingTotal",6973.04873580324
"1521",2018,"Domestic","Cooking/catering","Total","2018DomesticCooking/cateringTotal",1130.43616006968
"1522",2018,"Domestic","Heat total","Total","2018DomesticHeat totalTotal",32809.918650975
"1523",2018,"Domestic","Lighting and appliances","Total","2018DomesticLighting and appliancesTotal",6697.36605702501
"1524",2018,"Domestic","Overall total","Total","2018DomesticOverall totalTotal",39507.284708
"1525",2018,"Service","Space heating","Total","2018ServiceSpace heatingTotal",9671.68626355945
"1526",2018,"Service","Water heating","Total","2018ServiceWater heatingTotal",1369.91228361009
"1527",2018,"Service","Cooking/catering","Total","2018ServiceCooking/cateringTotal",2172.50739345202
"1528",2018,"Service","Heat total","Total","2018ServiceHeat totalTotal",13214.1059406216
"1529",2018,"Service","Computing","Total","2018ServiceComputingTotal",824.634974062178
"1530",2018,"Service","Cooling and ventilation","Total","2018ServiceCooling and ventilationTotal",1109.25313668446
"1531",2018,"Service","Lighting","Total","2018ServiceLightingTotal",1810.79430900625
"1532",2018,"Service","Other","Total","2018ServiceOtherTotal",3459.85333924807
"1533",2018,"Service","Overall total","Total","2018ServiceOverall totalTotal",20418.6416996225
"1534",2018,"Industry","Space heating","Total","2018IndustrySpace heatingTotal",1961.0491596977
"1535",2018,"Industry","High temperature process","Total","2018IndustryHigh temperature processTotal",3373.32938231324
"1536",2018,"Industry","Low temperature process","Total","2018IndustryLow temperature processTotal",5589.45402416551
"1537",2018,"Industry","Drying/separation","Total","2018IndustryDrying/separationTotal",1768.66976025885
"1538",2018,"Industry","Unknown (heat)","Total","2018IndustryUnknown (heat)Total",2403.15
"1539",2018,"Industry","Heat total","Total","2018IndustryHeat totalTotal",15095.6523264353
"1540",2018,"Industry","Motors","Total","2018IndustryMotorsTotal",2735.88448413858
"1541",2018,"Industry","Compressed air","Total","2018IndustryCompressed airTotal",770.734344729887
"1542",2018,"Industry","Lighting","Total","2018IndustryLightingTotal",231.494385685774
"1543",2018,"Industry","Refrigeration","Total","2018IndustryRefrigerationTotal",454.935869296125
"1544",2018,"Industry","Other","Total","2018IndustryOtherTotal",1590.25149057052
"1545",2018,"Industry","Overall total","Total","2018IndustryOverall totalTotal",20878.9529008562
"1546",2018,"Transport","Non-heat purposes","Total","2018TransportNon-heat purposesTotal",56891.88
"1547",2018,"Total","Space heating","Total","2018TotalSpace heatingTotal",36339.1691783592
"1548",2018,"Total","Water heating","Total","2018TotalWater heatingTotal",8342.96101941333
"1549",2018,"Total","Cooking/catering","Total","2018TotalCooking/cateringTotal",3302.9435535217
"1550",2018,"Total","Process use","Total","2018TotalProcess useTotal",8962.78340647875
"1551",2018,"Total","Drying/separation","Total","2018TotalDrying/separationTotal",1768.66976025885
"1552",2018,"Total","Unknown (heat)","Total","2018TotalUnknown (heat)Total",2403.15
"1553",2018,"Total","Heat total","Total","2018TotalHeat totalTotal",61119.6769180318
"1554",2018,"Total","Computing","Total","2018TotalComputingTotal",824.634974062178
"1555",2018,"Total","Cooling and ventilation","Total","2018TotalCooling and ventilationTotal",1109.25313668446
"1556",2018,"Total","Lighting and appliances","Total","2018TotalLighting and appliancesTotal",8739.65475171704
"1557",2018,"Total","Motors","Total","2018TotalMotorsTotal",2735.88448413858
"1558",2018,"Total","Compressed air","Total","2018TotalCompressed airTotal",770.734344729887
"1559",2018,"Total","Refrigeration","Total","2018TotalRefrigerationTotal",454.935869296125
"1560",2018,"Total","Other","Total","2018TotalOtherTotal",5050.10482981859
"1561",2018,"Total","Transport","Total","2018TotalTransportTotal",56901.6
"1562",2018,"Total","Non-heat total","Total","2018TotalNon-heat totalTotal",76586.8023904469
"1563",2018,"Total","Overall total","Total","2018TotalOverall totalTotal",137706.479308479
"1564",2018,"Total","Overall total excluding transport","Total","2018TotalOverall total excluding transportTotal",80804.8793084787
"1565",2017,"Domestic","Space heating","Total","2017DomesticSpace heatingTotal",24040.4146566667
"1566",2017,"Domestic","Water heating","Total","2017DomesticWater heatingTotal",6657.24732090141
"1567",2017,"Domestic","Cooking/catering","Total","2017DomesticCooking/cateringTotal",1086.25688343833
"1568",2017,"Domestic","Heat total","Total","2017DomesticHeat totalTotal",31783.9188610064
"1569",2017,"Domestic","Lighting and appliances","Total","2017DomesticLighting and appliancesTotal",6661.6733349936
"1570",2017,"Domestic","Overall total","Total","2017DomesticOverall totalTotal",38445.592196
"1571",2017,"Service","Space heating","Total","2017ServiceSpace heatingTotal",9340.62840317332
"1572",2017,"Service","Water heating","Total","2017ServiceWater heatingTotal",1325.61328104045
"1573",2017,"Service","Cooking/catering","Total","2017ServiceCooking/cateringTotal",2126.63122442918
"1574",2017,"Service","Heat total","Total","2017ServiceHeat totalTotal",12792.872908643
"1575",2017,"Service","Computing","Total","2017ServiceComputingTotal",829.849956593575
"1576",2017,"Service","Cooling and ventilation","Total","2017ServiceCooling and ventilationTotal",1114.51342461561
"1577",2017,"Service","Lighting","Total","2017ServiceLightingTotal",1822.24575235566
"1578",2017,"Service","Other","Total","2017ServiceOtherTotal",3442.88965741478
"1579",2017,"Service","Overall total","Total","2017ServiceOverall totalTotal",20002.3716996226
"1580",2017,"Industry","Space heating","Total","2017IndustrySpace heatingTotal",1954.33321490121
"1581",2017,"Industry","High temperature process","Total","2017IndustryHigh temperature processTotal",3543.6407552766
"1582",2017,"Industry","Low temperature process","Total","2017IndustryLow temperature processTotal",5502.83883015155
"1583",2017,"Industry","Drying/separation","Total","2017IndustryDrying/separationTotal",1765.00619277233
"1584",2017,"Industry","Unknown (heat)","Total","2017IndustryUnknown (heat)Total",2403.15
"1585",2017,"Industry","Heat total","Total","2017IndustryHeat totalTotal",15168.9689931017
"1586",2017,"Industry","Motors","Total","2017IndustryMotorsTotal",2664.03134714168
"1587",2017,"Industry","Compressed air","Total","2017IndustryCompressed airTotal",759.65592762316
"1588",2017,"Industry","Lighting","Total","2017IndustryLightingTotal",228.987679195371
"1589",2017,"Industry","Refrigeration","Total","2017IndustryRefrigerationTotal",436.848981812738
"1590",2017,"Industry","Other","Total","2017IndustryOtherTotal",1587.59638030807
"1591",2017,"Industry","Overall total","Total","2017IndustryOverall totalTotal",20846.0893091827
"1592",2017,"Transport","Non-heat purposes","Total","2017TransportNon-heat purposesTotal",57002.58
"1593",2017,"Total","Space heating","Total","2017TotalSpace heatingTotal",35335.3762747412
"1594",2017,"Total","Water heating","Total","2017TotalWater heatingTotal",7982.86060194187
"1595",2017,"Total","Cooking/catering","Total","2017TotalCooking/cateringTotal",3212.8881078675
"1596",2017,"Total","Process use","Total","2017TotalProcess useTotal",9046.47958542815
"1597",2017,"Total","Drying/separation","Total","2017TotalDrying/separationTotal",1765.00619277233
